claim_id,vehicle_id,driver_id,trip_id,accident_timestamp,accident_location,weather_condition,road_condition,collision_type,damaged_component,severity,estimated_repair_cost,claim_amount,fraud_flag,claim_status
C01150,V0281,D0455,T06035,2025-05-23T08:58:00,Kochi,Rain,Dry,Side,Headlight,Moderate,101625,92520,Yes,Rejected
C01151,V0424,D0304,T00800,2025-03-30T11:50:00,Thrissur,Cloudy,Wet,Rear-end,Door,Major,149243,130072,No,Under Review
C01152,V0078,D0293,T00950,2025-07-23T22:16:00,Palakkad,Cloudy,Dry,Head-on,Windshield,Moderate,110709,95666,No,Rejected
C01153,V0309,D0546,T09474,2025-04-24T00:54:00,Kochi,Cloudy,Wet,Single Vehicle,Headlight,Moderate,183592,172196,No,Under Review
C01154,V0391,D0098,T01504,2025-06-14T05:18:00,Kozhikode,Fog,Wet,Rear-end,Engine Bay,Moderate,60191,50040,No,Under Review
C01155,V0377,D0317,T06508,2025-07-08T01:36:00,Kollam,Heavy Rain,Wet,Single Vehicle,Windshield,Moderate,180763,175577,No,Approved
C01156,V0432,D0290,T03098,2025-08-02T21:42:00,Kollam,Heavy Rain,Slippery,Side,Engine Bay,Minor,191027,153019,No,Approved
C01157,V0210,D0532,T01216,2025-12-24T14:25:00,Kozhikode,Sunny,Dry,Rear-end,Door,Major,91370,88912,Yes,Under Review
C01158,V0383,D0017,T00694,2025-09-09T07:40:00,Kozhikode,Sunny,Wet,Side,Engine Bay,Moderate,184653,172572,No,Rejected
C01159,V0334,D0386,T01652,2025-05-29T10:20:00,Thrissur,Cloudy,Dry,Rear-end,Engine Bay,Moderate,134657,117818,Yes,Under Review
C01160,V0130,D0109,T02933,2025-05-04T06:02:00,Palakkad,Fog,Slippery,Rear-end,Rear Bumper,Moderate,159882,154975,No,Approved
C01161,V0492,D0258,T05364,2025-08-21T07:34:00,Kochi,Sunny,Slippery,Single Vehicle,Windshield,Major,230057,217308,No,Approved
C01162,V0213,D0623,T05405,2025-09-01T11:17:00,Palakkad,Fog,Dry,Rear-end,Rear Bumper,Minor,176904,168088,Yes,Approved
C01163,V0003,D0646,T09417,2025-05-21T11:30:00,Thrissur,Heavy Rain,Slippery,Side,Headlight,Major,188670,176865,Yes,Rejected
C01164,V0313,D0423,T08853,2025-09-30T13:02:00,Alappuzha,Fog,Slippery,Side,Headlight,Moderate,31992,28442,No,Rejected
C01165,V0283,D0499,T07606,2025-11-13T15:36:00,Kollam,Heavy Rain,Dry,Head-on,Front Bumper,Minor,23598,20152,Yes,Under Review
C01166,V0311,D0238,T01832,2025-08-13T04:53:00,Palakkad,Sunny,Wet,Side,Door,Moderate,191436,179843,No,Under Review
C01167,V0268,D0001,T00574,2025-06-25T01:12:00,Kollam,Cloudy,Slippery,Rear-end,Windshield,Moderate,215378,207254,No,Approved
C01168,V0377,D0628,T06295,2025-11-27T19:19:00,Kollam,Heavy Rain,Dry,Single Vehicle,Door,Minor,104154,92970,No,Under Review
C01169,V0468,D0681,T06560,2025-02-12T14:38:00,Kozhikode,Rain,Wet,Side,Engine Bay,Major,25813,23660,Yes,Under Review
C01170,V0410,D0674,T09864,2025-10-27T12:33:00,Kochi,Sunny,Slippery,Head-on,Windshield,Minor,221879,190045,Yes,Rejected
C01171,V0328,D0639,T02282,2025-01-04T09:43:00,Kollam,Cloudy,Slippery,Rear-end,Door,Major,239133,227435,No,Approved
C01172,V0005,D0641,T06602,2025-02-14T21:56:00,Alappuzha,Fog,Wet,Head-on,Engine Bay,Moderate,186798,164826,No,Rejected
C01173,V0320,D0013,T04916,2025-03-04T06:42:00,Thrissur,Fog,Slippery,Head-on,Front Bumper,Moderate,244404,201542,No,Rejected
C01174,V0261,D0081,T04358,2025-05-09T18:23:00,Palakkad,Cloudy,Slippery,Side,Door,Major,14163,14117,No,Approved
C01175,V0030,D0510,T04006,2025-09-01T20:04:00,Palakkad,Fog,Wet,Side,Rear Bumper,Minor,92450,84937,No,Rejected
C01176,V0015,D0684,T08022,2025-11-17T02:04:00,Kollam,Heavy Rain,Wet,Head-on,Windshield,Major,137235,118544,Yes,Rejected
C01177,V0264,D0567,T05071,2025-08-13T09:52:00,Kozhikode,Cloudy,Slippery,Head-on,Engine Bay,Moderate,238884,205757,Yes,Under Review
C01178,V0078,D0013,T00733,2025-02-01T23:37:00,Kollam,Rain,Dry,Side,Front Bumper,Minor,208514,178565,No,Approved
C01179,V0236,D0248,T00055,2025-12-19T22:46:00,Palakkad,Heavy Rain,Dry,Head-on,Front Bumper,Moderate,126405,107057,No,Rejected
C01180,V0233,D0647,T05264,2025-04-17T08:00:00,Thrissur,Heavy Rain,Dry,Single Vehicle,Engine Bay,Minor,95476,90824,No,Approved
C01181,V0021,D0089,T03751,2025-08-05T13:25:00,Kochi,Fog,Dry,Head-on,Windshield,Minor,82332,81776,Yes,Approved
C01182,V0114,D0280,T02668,2025-09-06T22:57:00,Thrissur,Rain,Dry,Side,Headlight,Major,153274,132818,No,Approved
C01183,V0489,D0489,T02788,2025-05-04T04:55:00,Thrissur,Cloudy,Wet,Rear-end,Windshield,Major,54702,53964,Yes,Under Review
C01184,V0346,D0103,T05425,2025-07-26T13:56:00,Palakkad,Rain,Wet,Rear-end,Rear Bumper,Moderate,86157,83712,No,Under Review
C01185,V0212,D0666,T00883,2025-01-31T05:28:00,Kozhikode,Rain,Slippery,Side,Door,Major,227800,191847,No,Approved
C01186,V0470,D0565,T09150,2025-02-24T13:45:00,Kochi,Heavy Rain,Dry,Head-on,Windshield,Major,47042,40604,No,Under Review
C01187,V0227,D0072,T03396,2025-06-09T05:33:00,Kozhikode,Cloudy,Slippery,Head-on,Rear Bumper,Moderate,238577,237844,No,Approved
C01188,V0174,D0537,T01801,2025-12-18T22:08:00,Palakkad,Rain,Dry,Single Vehicle,Headlight,Minor,154325,141892,No,Rejected
C01189,V0425,D0400,T05938,2025-07-31T08:07:00,Kozhikode,Heavy Rain,Wet,Rear-end,Headlight,Major,203416,184190,Yes,Under Review
C01190,V0151,D0217,T02000,2025-03-23T14:26:00,Alappuzha,Heavy Rain,Wet,Side,Front Bumper,Major,220410,194525,No,Approved
C01191,V0148,D0225,T03877,2025-12-17T08:28:00,Alappuzha,Heavy Rain,Dry,Rear-end,Front Bumper,Moderate,246637,223681,No,Rejected
C01192,V0177,D0048,T08205,2025-05-17T15:16:00,Kozhikode,Sunny,Slippery,Head-on,Door,Minor,116757,113854,No,Rejected
C01193,V0286,D0265,T05901,2025-08-18T11:07:00,Alappuzha,Rain,Dry,Rear-end,Rear Bumper,Major,166439,164253,No,Rejected
C01194,V0128,D0528,T04563,2025-02-13T01:31:00,Palakkad,Rain,Wet,Rear-end,Windshield,Major,160135,156488,Yes,Under Review
C01195,V0084,D0023,T09339,2025-10-25T13:40:00,Thrissur,Heavy Rain,Dry,Head-on,Engine Bay,Minor,51760,49544,No,Approved
C01196,V0385,D0435,T08067,2025-12-14T18:07:00,Kochi,Fog,Dry,Head-on,Headlight,Minor,224213,192596,No,Under Review
C01197,V0220,D0634,T04624,2025-04-01T08:45:00,Thrissur,Heavy Rain,Dry,Rear-end,Headlight,Major,200999,194978,No,Under Review
C01198,V0311,D0068,T03238,2025-12-02T09:10:00,Thrissur,Cloudy,Wet,Head-on,Windshield,Major,133324,122807,No,Rejected
C01199,V0052,D0046,T01518,2025-09-10T23:01:00,Kozhikode,Fog,Dry,Rear-end,Rear Bumper,Moderate,183295,151395,No,Under Review
C01200,V0394,D0349,T08554,2025-09-04T04:05:00,Thrissur,Cloudy,Wet,Side,Engine Bay,Major,46519,38826,Yes,Under Review
C01201,V0498,D0017,T02538,2025-04-27T02:15:00,Thrissur,Heavy Rain,Dry,Single Vehicle,Windshield,Minor,200069,176393,No,Rejected
C01202,V0424,D0493,T06885,2025-09-17T05:34:00,Kochi,Fog,Slippery,Head-on,Front Bumper,Moderate,224051,199559,No,Rejected
C01203,V0376,D0313,T08643,2025-12-03T17:40:00,Kozhikode,Rain,Slippery,Rear-end,Rear Bumper,Moderate,222791,179116,Yes,Rejected
C01204,V0313,D0497,T03925,2025-05-31T05:38:00,Kollam,Rain,Dry,Side,Front Bumper,Moderate,204353,199260,No,Approved
C01205,V0296,D0505,T04440,2025-04-11T05:59:00,Kollam,Fog,Slippery,Rear-end,Headlight,Minor,120069,97415,No,Under Review
C01206,V0160,D0620,T07373,2025-02-10T03:51:00,Palakkad,Heavy Rain,Slippery,Head-on,Headlight,Moderate,65243,54851,Yes,Rejected
C01207,V0184,D0554,T09704,2025-09-10T17:41:00,Kollam,Rain,Slippery,Rear-end,Headlight,Major,102391,89829,Yes,Approved
C01208,V0160,D0636,T00978,2025-01-23T17:01:00,Kozhikode,Cloudy,Wet,Head-on,Engine Bay,Moderate,191116,189390,Yes,Rejected
C01209,V0213,D0305,T03006,2025-09-09T03:42:00,Kozhikode,Heavy Rain,Dry,Side,Headlight,Moderate,19422,18152,No,Rejected
C01210,V0215,D0546,T07994,2025-03-27T17:36:00,Alappuzha,Cloudy,Dry,Rear-end,Front Bumper,Minor,218030,191334,No,Rejected
C01211,V0149,D0115,T02619,2025-09-04T12:46:00,Alappuzha,Cloudy,Dry,Head-on,Windshield,Minor,192513,185379,No,Rejected
C01212,V0450,D0664,T08781,2025-09-27T17:28:00,Thrissur,Fog,Dry,Head-on,Front Bumper,Moderate,91584,86336,No,Approved
C01213,V0432,D0257,T00351,2025-10-03T21:18:00,Palakkad,Fog,Wet,Single Vehicle,Rear Bumper,Major,162736,156164,No,Rejected
C01214,V0490,D0374,T08735,2025-07-30T17:36:00,Thrissur,Fog,Wet,Head-on,Front Bumper,Moderate,213176,199895,Yes,Approved
C01215,V0170,D0462,T06046,2025-05-05T14:18:00,Kollam,Heavy Rain,Slippery,Rear-end,Engine Bay,Major,229177,204334,Yes,Under Review
C01216,V0207,D0242,T01970,2025-05-14T12:01:00,Kollam,Cloudy,Wet,Rear-end,Door,Minor,45323,37453,No,Under Review
C01217,V0319,D0017,T05858,2025-03-14T05:34:00,Kochi,Sunny,Wet,Single Vehicle,Rear Bumper,Moderate,193131,192034,No,Under Review
C01218,V0149,D0240,T00097,2025-01-01T06:45:00,Palakkad,Rain,Dry,Side,Windshield,Moderate,108974,97987,No,Rejected
C01219,V0061,D0688,T09917,2025-08-12T09:24:00,Alappuzha,Heavy Rain,Dry,Single Vehicle,Headlight,Minor,10769,10672,Yes,Approved
C01220,V0083,D0630,T03847,2025-07-15T13:15:00,Palakkad,Cloudy,Wet,Head-on,Engine Bay,Moderate,38707,31021,No,Rejected
C01221,V0136,D0595,T06360,2025-10-27T16:09:00,Kozhikode,Cloudy,Slippery,Rear-end,Door,Moderate,160136,158077,No,Approved
C01222,V0076,D0610,T07858,2025-11-10T23:48:00,Alappuzha,Heavy Rain,Wet,Rear-end,Front Bumper,Moderate,229509,204417,No,Rejected
C01223,V0132,D0266,T08059,2025-03-20T20:16:00,Kochi,Cloudy,Dry,Head-on,Front Bumper,Moderate,171558,147218,Yes,Under Review
C01224,V0376,D0114,T09345,2025-01-22T06:32:00,Kochi,Rain,Wet,Side,Windshield,Major,210718,189341,No,Under Review
C01225,V0174,D0478,T07379,2025-02-04T04:44:00,Thrissur,Heavy Rain,Wet,Single Vehicle,Headlight,Major,81587,75674,No,Approved
C01226,V0114,D0631,T07341,2025-05-06T23:07:00,Kollam,Sunny,Wet,Rear-end,Windshield,Major,76248,63485,No,Approved
C01227,V0175,D0574,T00517,2025-07-19T16:09:00,Alappuzha,Sunny,Slippery,Side,Windshield,Major,57980,57837,Yes,Under Review
C01228,V0137,D0274,T08115,2025-08-12T05:16:00,Kollam,Cloudy,Slippery,Head-on,Windshield,Major,91539,88038,No,Rejected
C01229,V0232,D0288,T08324,2025-10-12T17:01:00,Palakkad,Rain,Slippery,Rear-end,Engine Bay,Moderate,249302,211624,Yes,Rejected
C01230,V0477,D0435,T04159,2025-06-18T07:41:00,Palakkad,Fog,Dry,Single Vehicle,Engine Bay,Minor,235385,195012,No,Under Review
C01231,V0446,D0062,T02951,2025-02-18T09:34:00,Kollam,Cloudy,Dry,Rear-end,Engine Bay,Moderate,166490,162830,Yes,Under Review
C01232,V0076,D0115,T04901,2025-01-11T23:25:00,Kochi,Fog,Wet,Rear-end,Windshield,Major,223533,220369,No,Approved
C01233,V0205,D0649,T03281,2025-10-24T11:14:00,Kollam,Sunny,Dry,Head-on,Door,Major,36019,32325,No,Rejected
C01234,V0429,D0055,T08284,2025-10-30T03:25:00,Kollam,Fog,Dry,Single Vehicle,Rear Bumper,Minor,138492,127149,Yes,Rejected
C01235,V0061,D0044,T08709,2025-02-14T16:03:00,Alappuzha,Heavy Rain,Wet,Rear-end,Door,Major,143243,118201,No,Rejected
C01236,V0012,D0202,T00600,2025-11-14T09:40:00,Palakkad,Sunny,Dry,Head-on,Engine Bay,Minor,69534,60965,No,Approved
C01237,V0135,D0258,T00680,2025-03-31T12:32:00,Thrissur,Heavy Rain,Wet,Rear-end,Door,Minor,171542,138305,No,Approved
C01238,V0181,D0349,T04805,2025-01-21T01:30:00,Kollam,Fog,Wet,Rear-end,Headlight,Moderate,39132,36031,No,Rejected
C01239,V0290,D0312,T05110,2025-05-08T17:24:00,Thrissur,Cloudy,Wet,Side,Engine Bay,Moderate,91974,85588,No,Approved
C01240,V0426,D0555,T01826,2025-11-24T06:09:00,Kochi,Sunny,Slippery,Side,Headlight,Major,222377,185264,Yes,Rejected
C01241,V0100,D0384,T01195,2025-01-04T19:26:00,Alappuzha,Sunny,Dry,Side,Front Bumper,Major,191199,165518,Yes,Rejected
C01242,V0206,D0444,T09849,2025-11-28T03:17:00,Kozhikode,Heavy Rain,Dry,Single Vehicle,Front Bumper,Minor,58657,53800,Yes,Rejected
C01243,V0297,D0459,T04897,2025-01-14T02:32:00,Kollam,Fog,Slippery,Single Vehicle,Windshield,Moderate,210607,185842,No,Approved
C01244,V0246,D0407,T03505,2025-07-27T05:35:00,Kozhikode,Rain,Slippery,Rear-end,Front Bumper,Major,243296,240746,No,Under Review
C01245,V0185,D0312,T01903,2025-01-21T12:36:00,Kochi,Sunny,Wet,Single Vehicle,Headlight,Moderate,177540,158016,No,Rejected
C01246,V0104,D0113,T09650,2025-06-14T03:35:00,Kozhikode,Sunny,Dry,Single Vehicle,Windshield,Minor,135759,121983,Yes,Approved
C01247,V0260,D0456,T04712,2025-11-27T11:48:00,Alappuzha,Heavy Rain,Dry,Rear-end,Headlight,Minor,249460,236882,Yes,Approved
C01248,V0284,D0399,T00726,2025-08-30T07:08:00,Kollam,Cloudy,Wet,Side,Rear Bumper,Moderate,115313,108296,No,Under Review
C01249,V0437,D0548,T03781,2025-02-23T19:40:00,Kozhikode,Heavy Rain,Wet,Single Vehicle,Door,Minor,13997,12802,Yes,Under Review
C01250,V0211,D0577,T01805,2025-06-23T12:36:00,Kollam,Rain,Slippery,Head-on,Engine Bay,Minor,64100,57645,No,Under Review
C01251,V0160,D0322,T09730,2025-07-06T15:13:00,Kollam,Cloudy,Dry,Side,Engine Bay,Minor,234915,204099,No,Rejected
C01252,V0245,D0372,T08524,2025-09-21T07:02:00,Kozhikode,Sunny,Wet,Rear-end,Rear Bumper,Minor,198305,159384,No,Approved
C01253,V0413,D0670,T07079,2025-11-24T13:46:00,Kozhikode,Sunny,Wet,Rear-end,Headlight,Moderate,59262,49203,Yes,Rejected
C01254,V0498,D0458,T01215,2025-06-08T01:42:00,Palakkad,Cloudy,Dry,Single Vehicle,Windshield,Moderate,59722,59438,Yes,Rejected
C01255,V0259,D0685,T06638,2025-10-10T06:05:00,Kozhikode,Sunny,Dry,Side,Engine Bay,Moderate,121506,97436,No,Under Review
C01256,V0037,D0342,T03083,2025-01-02T10:14:00,Kochi,Fog,Slippery,Head-on,Engine Bay,Major,132476,108526,Yes,Approved
C01257,V0469,D0153,T01543,2025-10-10T17:04:00,Kochi,Fog,Slippery,Single Vehicle,Rear Bumper,Major,31633,30917,No,Approved
C01258,V0239,D0623,T02541,2025-03-24T04:20:00,Thrissur,Fog,Slippery,Head-on,Windshield,Major,69711,69334,Yes,Approved
C01259,V0443,D0633,T01947,2025-02-26T07:57:00,Kochi,Cloudy,Wet,Side,Headlight,Major,54707,46652,Yes,Approved
C01260,V0338,D0511,T09219,2025-01-17T05:32:00,Palakkad,Rain,Wet,Head-on,Windshield,Minor,26668,22350,Yes,Rejected
C01261,V0070,D0104,T06012,2025-02-10T20:17:00,Kollam,Sunny,Slippery,Side,Door,Minor,228306,215863,No,Approved
C01262,V0451,D0400,T00189,2025-08-01T12:39:00,Alappuzha,Fog,Dry,Single Vehicle,Engine Bay,Moderate,86602,78307,No,Rejected
C01263,V0476,D0028,T04781,2025-12-05T23:26:00,Thrissur,Fog,Dry,Head-on,Engine Bay,Minor,211434,189758,No,Rejected
C01264,V0237,D0092,T03887,2025-08-19T06:23:00,Kollam,Fog,Slippery,Rear-end,Rear Bumper,Minor,189142,171589,Yes,Under Review
C01265,V0421,D0258,T05800,2025-01-06T20:03:00,Kollam,Sunny,Slippery,Rear-end,Engine Bay,Minor,189330,185554,No,Rejected
C01266,V0057,D0088,T05911,2025-08-13T17:19:00,Kollam,Rain,Dry,Side,Windshield,Major,54773,48218,No,Under Review
C01267,V0018,D0356,T06082,2025-02-22T11:06:00,Kozhikode,Rain,Wet,Rear-end,Headlight,Moderate,114482,106991,No,Under Review
C01268,V0350,D0639,T05386,2025-02-25T04:45:00,Alappuzha,Sunny,Slippery,Side,Front Bumper,Major,245937,212184,No,Approved
C01269,V0063,D0242,T00503,2025-03-27T08:37:00,Kochi,Heavy Rain,Slippery,Side,Rear Bumper,Major,198426,171004,No,Approved
C01270,V0475,D0269,T04071,2025-09-02T04:52:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Engine Bay,Minor,144583,136967,No,Rejected
C01271,V0384,D0131,T04165,2025-10-22T18:58:00,Kozhikode,Heavy Rain,Dry,Single Vehicle,Rear Bumper,Major,194790,180988,Yes,Approved
C01272,V0235,D0195,T04781,2025-04-01T18:34:00,Alappuzha,Fog,Wet,Head-on,Engine Bay,Minor,42458,34424,No,Approved
C01273,V0331,D0425,T04333,2025-08-22T23:16:00,Kollam,Cloudy,Slippery,Single Vehicle,Windshield,Major,113633,95493,No,Approved
C01274,V0235,D0495,T01332,2025-06-25T19:45:00,Alappuzha,Sunny,Slippery,Head-on,Front Bumper,Minor,168818,168618,No,Under Review
C01275,V0356,D0394,T03082,2025-01-15T18:31:00,Kollam,Cloudy,Dry,Side,Front Bumper,Minor,45858,44805,Yes,Under Review
C01276,V0444,D0035,T06388,2025-01-19T02:31:00,Kozhikode,Rain,Wet,Side,Engine Bay,Minor,132796,118275,No,Under Review
C01277,V0147,D0145,T03698,2025-11-29T10:21:00,Kozhikode,Heavy Rain,Wet,Single Vehicle,Windshield,Moderate,39561,36575,Yes,Approved
C01278,V0140,D0211,T02577,2025-03-17T18:16:00,Kochi,Cloudy,Wet,Side,Headlight,Moderate,206426,203092,No,Rejected
C01279,V0495,D0393,T03586,2025-06-25T12:10:00,Palakkad,Sunny,Slippery,Single Vehicle,Rear Bumper,Moderate,155272,127520,No,Under Review
C01280,V0242,D0177,T06912,2025-03-14T07:42:00,Palakkad,Sunny,Slippery,Rear-end,Engine Bay,Moderate,228557,190450,No,Rejected
C01281,V0433,D0646,T03240,2025-05-06T13:21:00,Kozhikode,Heavy Rain,Dry,Side,Rear Bumper,Minor,225800,220792,No,Under Review
C01282,V0236,D0384,T07894,2025-07-22T06:22:00,Palakkad,Fog,Wet,Single Vehicle,Front Bumper,Major,143517,134088,Yes,Under Review
C01283,V0089,D0477,T01740,2025-07-10T00:31:00,Kollam,Rain,Wet,Head-on,Front Bumper,Moderate,40292,38423,No,Under Review
C01284,V0349,D0573,T09803,2025-09-07T08:05:00,Palakkad,Sunny,Wet,Head-on,Door,Major,98825,85907,Yes,Approved
C01285,V0374,D0104,T05975,2025-09-22T07:36:00,Palakkad,Fog,Slippery,Side,Headlight,Minor,219641,178702,No,Under Review
C01286,V0119,D0343,T08247,2025-07-05T12:44:00,Alappuzha,Rain,Dry,Head-on,Rear Bumper,Minor,66169,61302,No,Approved
C01287,V0087,D0216,T00680,2025-09-22T00:12:00,Alappuzha,Sunny,Wet,Head-on,Front Bumper,Major,11925,10520,No,Under Review
C01288,V0258,D0645,T04989,2025-08-20T03:18:00,Thrissur,Sunny,Wet,Side,Windshield,Moderate,215331,174596,Yes,Under Review
C01289,V0030,D0636,T00893,2025-12-20T11:11:00,Kozhikode,Cloudy,Wet,Side,Headlight,Minor,240450,201196,No,Rejected
C01290,V0434,D0582,T02589,2025-12-27T16:03:00,Thrissur,Cloudy,Dry,Single Vehicle,Engine Bay,Major,126482,110628,No,Under Review
C01291,V0269,D0467,T07753,2025-03-29T06:33:00,Kollam,Fog,Wet,Side,Rear Bumper,Minor,97378,82711,Yes,Approved
C01292,V0357,D0009,T06347,2025-02-24T14:11:00,Kollam,Sunny,Wet,Side,Door,Moderate,235076,226410,No,Rejected
C01293,V0204,D0408,T05358,2025-12-20T21:39:00,Palakkad,Heavy Rain,Wet,Side,Engine Bay,Moderate,185681,179873,No,Rejected
C01294,V0221,D0586,T02736,2025-06-30T17:48:00,Kochi,Heavy Rain,Dry,Side,Windshield,Moderate,132381,123654,Yes,Under Review
C01295,V0087,D0049,T09500,2025-04-02T07:14:00,Kozhikode,Fog,Slippery,Single Vehicle,Headlight,Moderate,98956,88028,No,Rejected
C01296,V0029,D0639,T01711,2025-02-26T23:16:00,Kollam,Fog,Slippery,Side,Windshield,Minor,222420,194670,No,Under Review
C01297,V0404,D0667,T07711,2025-02-17T01:09:00,Kochi,Heavy Rain,Slippery,Single Vehicle,Headlight,Moderate,138882,131374,No,Rejected
C01298,V0462,D0245,T01803,2025-02-13T02:44:00,Kollam,Sunny,Slippery,Rear-end,Door,Minor,230935,223828,Yes,Under Review
C01299,V0261,D0619,T06074,2025-10-22T19:29:00,Thrissur,Heavy Rain,Wet,Side,Windshield,Minor,230934,192752,No,Under Review
C01300,V0448,D0700,T07480,2025-01-02T10:26:00,Kollam,Heavy Rain,Slippery,Single Vehicle,Headlight,Moderate,143362,139039,No,Rejected
C01301,V0038,D0624,T04481,2025-04-15T05:31:00,Kozhikode,Rain,Slippery,Side,Headlight,Minor,173060,167867,No,Approved
C01302,V0349,D0468,T03491,2025-03-15T18:43:00,Kochi,Sunny,Wet,Head-on,Engine Bay,Major,36682,33172,Yes,Rejected
C01303,V0325,D0691,T07311,2025-11-23T21:08:00,Palakkad,Heavy Rain,Slippery,Rear-end,Door,Moderate,34518,31670,Yes,Rejected
C01304,V0368,D0114,T07089,2025-01-18T15:57:00,Kozhikode,Sunny,Slippery,Single Vehicle,Front Bumper,Moderate,177446,172569,No,Under Review
C01305,V0230,D0030,T02099,2025-05-06T13:22:00,Alappuzha,Sunny,Wet,Single Vehicle,Door,Major,98198,86392,No,Approved
C01306,V0172,D0629,T09569,2025-12-08T01:00:00,Kollam,Rain,Slippery,Head-on,Headlight,Major,226661,225201,Yes,Approved
C01307,V0246,D0382,T04839,2025-11-15T00:40:00,Kollam,Cloudy,Slippery,Single Vehicle,Door,Minor,30635,30311,No,Approved
C01308,V0001,D0193,T06733,2025-04-17T22:33:00,Thrissur,Rain,Wet,Single Vehicle,Rear Bumper,Moderate,244633,206737,No,Rejected
C01309,V0075,D0532,T02335,2025-02-05T07:15:00,Kochi,Fog,Dry,Head-on,Door,Moderate,141300,120526,No,Under Review
C01310,V0380,D0351,T08358,2025-12-13T13:38:00,Kochi,Fog,Wet,Head-on,Headlight,Moderate,84543,75672,No,Approved
C01311,V0013,D0408,T08683,2025-03-06T13:48:00,Thrissur,Sunny,Slippery,Rear-end,Headlight,Major,161616,130670,Yes,Under Review
C01312,V0303,D0226,T06922,2025-07-25T10:25:00,Kozhikode,Cloudy,Dry,Side,Headlight,Major,104401,84791,Yes,Approved
C01313,V0433,D0592,T08492,2025-11-28T17:52:00,Kochi,Heavy Rain,Wet,Head-on,Windshield,Moderate,186054,168729,No,Approved
C01314,V0415,D0598,T03043,2025-07-20T22:30:00,Kollam,Sunny,Wet,Head-on,Door,Moderate,83457,67437,Yes,Rejected
C01315,V0064,D0061,T05256,2025-10-07T15:35:00,Alappuzha,Rain,Dry,Head-on,Rear Bumper,Moderate,168461,152216,Yes,Approved
C01316,V0313,D0294,T07777,2025-03-03T14:09:00,Kollam,Heavy Rain,Dry,Rear-end,Front Bumper,Moderate,205004,168634,No,Rejected
C01317,V0087,D0474,T03142,2025-08-30T21:04:00,Palakkad,Cloudy,Dry,Rear-end,Rear Bumper,Minor,147425,127792,Yes,Approved
C01318,V0280,D0642,T01510,2025-01-08T16:24:00,Palakkad,Fog,Dry,Single Vehicle,Rear Bumper,Moderate,152139,138039,No,Approved
C01319,V0156,D0433,T03778,2025-02-23T18:06:00,Palakkad,Heavy Rain,Dry,Rear-end,Front Bumper,Major,130394,115714,No,Under Review
C01320,V0174,D0189,T04711,2025-05-27T17:58:00,Alappuzha,Sunny,Dry,Rear-end,Rear Bumper,Major,161060,141938,No,Rejected
C01321,V0269,D0401,T00856,2025-10-19T13:55:00,Kozhikode,Sunny,Wet,Head-on,Engine Bay,Major,71626,69436,No,Rejected
C01322,V0132,D0265,T02343,2025-09-09T05:32:00,Alappuzha,Heavy Rain,Slippery,Single Vehicle,Door,Major,75213,68794,No,Under Review
C01323,V0008,D0474,T02080,2025-03-14T11:05:00,Palakkad,Sunny,Dry,Side,Door,Moderate,126517,125692,No,Approved
C01324,V0201,D0658,T08585,2025-06-03T03:48:00,Thrissur,Sunny,Wet,Rear-end,Engine Bay,Major,78352,67143,No,Approved
C01325,V0464,D0500,T03466,2025-08-19T17:11:00,Alappuzha,Fog,Dry,Single Vehicle,Door,Moderate,141245,123442,No,Approved
C01326,V0447,D0089,T01523,2025-01-06T02:30:00,Kozhikode,Sunny,Wet,Single Vehicle,Front Bumper,Moderate,217001,196945,Yes,Approved
C01327,V0317,D0504,T06136,2025-02-03T17:03:00,Kollam,Sunny,Wet,Head-on,Headlight,Moderate,23417,19359,Yes,Under Review
C01328,V0048,D0582,T02171,2025-08-02T13:32:00,Kollam,Fog,Wet,Single Vehicle,Door,Major,41424,36754,No,Under Review
C01329,V0058,D0286,T01261,2025-11-10T13:28:00,Kochi,Sunny,Slippery,Head-on,Windshield,Moderate,187072,154322,No,Under Review
C01330,V0235,D0453,T01412,2025-01-24T11:24:00,Thrissur,Fog,Slippery,Side,Rear Bumper,Major,179292,148967,No,Rejected
C01331,V0339,D0700,T07797,2025-05-19T15:39:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Engine Bay,Moderate,133259,113054,No,Approved
