service_id,vehicle_id,engine_serial_no,service_date,service_type,service_category,fault_code,diagnosis,technician,workshop,parts_replaced,labour_cost,parts_cost,total_cost,downtime_hours,next_service_due,warranty_claim,service_status
S01957,V0105,ESN305100,2025-12-31,Oil Change,Corrective,P0300,Routine inspection,TECH388,AutoMind Central,Brake Pads,2404,13747,16151,4.6,2026-06-29,No,Pending
S01958,V0354,ESN591705,2025-05-10,Engine Diagnostics,Emergency,P0012,Battery degradation,TECH164,AutoMind Central,Spark Plug,5658,10027,15685,6.1,2025-11-06,Yes,Completed
S01959,V0088,ESN742173,2025-04-23,Routine Service,Corrective,P0000,Low oil pressure,TECH587,AutoMind Central,Brake Pads,4295,3117,7412,11.8,2025-10-20,Yes,Completed
S01960,V0267,ESN242997,2025-05-03,Oil Change,Preventive,P0171,Routine inspection,TECH763,FleetCare Kochi,Battery,3426,17578,21004,11.3,2025-10-30,No,Pending
S01961,V0053,ESN713595,2025-12-30,Routine Service,Preventive,P0000,Low oil pressure,TECH452,Prime Motors,Battery,2268,12708,14976,2.4,2026-06-28,Yes,Completed
S01962,V0139,ESN681866,2025-12-29,Cooling System,Corrective,P0171,Engine overheating,TECH715,AutoMind Central,Oil Filter,5893,8103,13996,7.7,2026-06-27,Yes,Completed
S01963,V0145,ESN959758,2025-11-16,Engine Diagnostics,Emergency,P0000,Brake wear,TECH391,Prime Motors,Battery,1501,4395,5896,7.5,2026-05-15,Yes,Completed
S01964,V0313,ESN507009,2025-11-03,Routine Service,Corrective,P0300,Low oil pressure,TECH874,Kerala Truck Service,Coolant Hose,3296,13943,17239,9.5,2026-05-02,Yes,Completed
S01965,V0288,ESN336460,2025-08-14,Brake Service,Preventive,P0171,Routine inspection,TECH367,AutoMind Central,Oil Filter,1158,15318,16476,7.1,2026-02-10,No,Completed
S01966,V0146,ESN469057,2025-05-23,Routine Service,Preventive,P0420,Brake wear,TECH853,Kerala Truck Service,Brake Pads,1425,3257,4682,11.3,2025-11-19,Yes,Completed
S01967,V0069,ESN267075,2025-06-03,Engine Diagnostics,Preventive,P0000,Battery degradation,TECH289,AutoMind Central,Battery,2814,8277,11091,6.7,2025-11-30,No,Pending
S01968,V0140,ESN500708,2025-07-07,Routine Service,Corrective,P0171,Routine inspection,TECH292,Kerala Truck Service,Battery,2006,19467,21473,4.3,2026-01-03,No,Pending
S01969,V0214,ESN335720,2025-10-15,Battery Replacement,Corrective,P0420,Low oil pressure,TECH623,AutoMind Central,Battery,3012,16820,19832,7.0,2026-04-13,No,Completed
S01970,V0239,ESN158136,2025-03-07,Brake Service,Emergency,P0000,Routine inspection,TECH419,Kerala Truck Service,Air Filter,4668,13652,18320,1.3,2025-09-03,No,Completed
S01971,V0063,ESN229922,2025-03-30,Routine Service,Preventive,P0000,Routine inspection,TECH361,FleetCare Kochi,Air Filter,2983,1772,4755,11.1,2025-09-26,No,Pending
S01972,V0468,ESN634333,2025-12-02,Brake Service,Preventive,P0420,Brake wear,TECH753,FleetCare Kochi,Battery,5489,5139,10628,4.3,2026-05-31,No,Completed
S01973,V0355,ESN563979,2025-01-06,Engine Diagnostics,Preventive,P0300,Engine overheating,TECH645,Prime Motors,Brake Pads,3215,8606,11821,3.0,2025-07-05,No,Pending
S01974,V0133,ESN516927,2025-02-12,Brake Service,Emergency,P0171,Brake wear,TECH786,FleetCare Kochi,Oil Filter,3491,13872,17363,11.2,2025-08-11,Yes,Pending
S01975,V0101,ESN158107,2025-08-20,Routine Service,Preventive,P0000,Battery degradation,TECH709,FleetCare Kochi,Air Filter,3185,6418,9603,4.8,2026-02-16,No,Completed
S01976,V0455,ESN765935,2025-03-22,Engine Diagnostics,Preventive,P0000,Low oil pressure,TECH309,Prime Motors,Battery,1923,6664,8587,7.2,2025-09-18,Yes,Completed
S01977,V0212,ESN491078,2025-11-01,Cooling System,Emergency,P0000,Engine overheating,TECH248,Kerala Truck Service,Battery,5264,12915,18179,1.2,2026-04-30,No,Completed
S01978,V0247,ESN978244,2025-12-16,Routine Service,Emergency,P0012,Routine inspection,TECH274,Kerala Truck Service,Brake Pads,3997,5248,9245,5.6,2026-06-14,No,Completed
S01979,V0287,ESN759730,2025-09-11,Brake Service,Preventive,P0000,Battery degradation,TECH620,FleetCare Kochi,Oil Filter,4155,7267,11422,5.3,2026-03-10,No,Pending
S01980,V0444,ESN498894,2025-08-17,Battery Replacement,Corrective,P0300,Low oil pressure,TECH915,Prime Motors,Battery,5389,16450,21839,2.9,2026-02-13,No,Completed
S01981,V0460,ESN808608,2025-01-16,Battery Replacement,Emergency,P0420,Battery degradation,TECH150,FleetCare Kochi,Coolant Hose,1138,3590,4728,1.1,2025-07-15,No,Completed
S01982,V0381,ESN259711,2025-01-29,Routine Service,Corrective,P0012,Brake wear,TECH557,FleetCare Kochi,Air Filter,3751,18373,22124,4.3,2025-07-28,Yes,Completed
S01983,V0424,ESN196071,2025-09-27,Brake Service,Emergency,P0300,Low oil pressure,TECH124,AutoMind Central,Coolant Hose,5921,9737,15658,4.3,2026-03-26,Yes,Pending
S01984,V0135,ESN742259,2025-07-26,Engine Diagnostics,Emergency,P0300,Low oil pressure,TECH674,AutoMind Central,Coolant Hose,5970,9275,15245,7.1,2026-01-22,No,Completed
S01985,V0064,ESN571338,2025-06-25,Oil Change,Corrective,P0000,Routine inspection,TECH969,Prime Motors,Battery,3209,14101,17310,4.9,2025-12-22,No,Pending
S01986,V0097,ESN135716,2025-06-01,Battery Replacement,Emergency,P0300,Brake wear,TECH403,Kerala Truck Service,Oil Filter,3262,3773,7035,5.2,2025-11-28,Yes,Pending
S01987,V0350,ESN447499,2025-07-16,Cooling System,Emergency,P0171,Low oil pressure,TECH337,AutoMind Central,Battery,2230,17170,19400,3.1,2026-01-12,Yes,Completed
S01988,V0494,ESN674839,2025-02-21,Battery Replacement,Emergency,P0420,Routine inspection,TECH538,Kerala Truck Service,Battery,4178,14820,18998,6.2,2025-08-20,No,Pending
S01989,V0480,ESN459069,2025-03-09,Cooling System,Emergency,P0300,Battery degradation,TECH207,Prime Motors,Spark Plug,3532,17998,21530,5.7,2025-09-05,No,Pending
S01990,V0321,ESN400397,2025-09-25,Cooling System,Emergency,P0171,Engine overheating,TECH286,FleetCare Kochi,Oil Filter,2653,14029,16682,8.4,2026-03-24,No,Completed
S01991,V0198,ESN192527,2025-08-29,Routine Service,Corrective,P0420,Low oil pressure,TECH841,FleetCare Kochi,Brake Pads,4629,11596,16225,2.7,2026-02-25,No,Pending
S01992,V0235,ESN747810,2025-01-18,Engine Diagnostics,Preventive,P0012,Brake wear,TECH588,FleetCare Kochi,Coolant Hose,1158,14605,15763,7.1,2025-07-17,No,Pending
S01993,V0427,ESN350494,2025-07-05,Routine Service,Preventive,P0420,Brake wear,TECH436,FleetCare Kochi,Brake Pads,2915,4113,7028,11.5,2026-01-01,Yes,Pending
S01994,V0489,ESN974920,2025-05-16,Routine Service,Preventive,P0171,Low oil pressure,TECH960,Kerala Truck Service,Oil Filter,1515,14981,16496,2.3,2025-11-12,No,Pending
S01995,V0057,ESN561140,2025-01-07,Cooling System,Corrective,P0012,Brake wear,TECH505,FleetCare Kochi,Oil Filter,5975,6317,12292,8.9,2025-07-06,Yes,Pending
S01996,V0084,ESN125842,2025-08-07,Battery Replacement,Corrective,P0171,Routine inspection,TECH731,Kerala Truck Service,Spark Plug,2535,5892,8427,5.9,2026-02-03,No,Completed
S01997,V0431,ESN888044,2025-01-20,Engine Diagnostics,Corrective,P0000,Battery degradation,TECH153,Kerala Truck Service,Coolant Hose,2957,11627,14584,2.5,2025-07-19,Yes,Completed
S01998,V0333,ESN583050,2025-01-03,Routine Service,Corrective,P0012,Low oil pressure,TECH940,Prime Motors,Battery,4002,7971,11973,5.3,2025-07-02,Yes,Completed
S01999,V0137,ESN744604,2025-12-05,Cooling System,Corrective,P0300,Brake wear,TECH163,Prime Motors,Air Filter,1820,10702,12522,7.8,2026-06-03,No,Completed
S02000,V0265,ESN351622,2025-11-02,Oil Change,Emergency,P0171,Brake wear,TECH415,FleetCare Kochi,Spark Plug,3036,14997,18033,2.3,2026-05-01,No,Pending
S02001,V0445,ESN599506,2025-05-08,Routine Service,Corrective,P0300,Engine overheating,TECH875,Prime Motors,Spark Plug,4142,3668,7810,9.7,2025-11-04,No,Completed
S02002,V0023,ESN253734,2025-11-17,Engine Diagnostics,Corrective,P0171,Engine overheating,TECH270,AutoMind Central,Oil Filter,4652,9464,14116,3.9,2026-05-16,Yes,Pending
S02003,V0176,ESN725791,2025-02-03,Engine Diagnostics,Emergency,P0420,Low oil pressure,TECH440,Prime Motors,Battery,3434,12193,15627,4.5,2025-08-02,No,Pending
S02004,V0128,ESN309336,2025-05-18,Brake Service,Corrective,P0000,Routine inspection,TECH663,Kerala Truck Service,Battery,1867,13331,15198,6.8,2025-11-14,Yes,Completed
S02005,V0259,ESN963380,2025-09-25,Battery Replacement,Corrective,P0012,Engine overheating,TECH919,AutoMind Central,Air Filter,3119,5854,8973,9.0,2026-03-24,No,Completed
S02006,V0235,ESN571003,2025-05-09,Routine Service,Emergency,P0000,Engine overheating,TECH325,Kerala Truck Service,Spark Plug,904,18205,19109,5.2,2025-11-05,No,Completed
S02007,V0388,ESN172705,2025-09-27,Oil Change,Emergency,P0012,Low oil pressure,TECH494,FleetCare Kochi,Brake Pads,3575,4850,8425,8.8,2026-03-26,Yes,Completed
S02008,V0322,ESN973322,2025-02-11,Engine Diagnostics,Corrective,P0300,Battery degradation,TECH405,Prime Motors,Oil Filter,5710,12068,17778,11.7,2025-08-10,No,Completed
S02009,V0165,ESN881411,2025-11-15,Battery Replacement,Preventive,P0300,Routine inspection,TECH304,AutoMind Central,Brake Pads,5875,14175,20050,11.8,2026-05-14,No,Completed
S02010,V0411,ESN389589,2025-07-15,Brake Service,Corrective,P0300,Engine overheating,TECH469,Kerala Truck Service,Spark Plug,5981,2909,8890,4.8,2026-01-11,Yes,Completed
S02011,V0186,ESN107424,2025-08-12,Battery Replacement,Emergency,P0420,Engine overheating,TECH651,AutoMind Central,Brake Pads,3740,4767,8507,9.0,2026-02-08,No,Pending
S02012,V0083,ESN244643,2025-06-15,Oil Change,Corrective,P0171,Engine overheating,TECH526,FleetCare Kochi,Coolant Hose,2942,2642,5584,8.7,2025-12-12,Yes,Completed
S02013,V0174,ESN489736,2025-12-27,Oil Change,Preventive,P0171,Battery degradation,TECH929,Kerala Truck Service,Oil Filter,3210,17634,20844,8.3,2026-06-25,Yes,Completed
S02014,V0119,ESN849705,2025-07-06,Routine Service,Emergency,P0012,Routine inspection,TECH638,Prime Motors,Spark Plug,3187,8857,12044,1.3,2026-01-02,Yes,Pending
S02015,V0284,ESN153876,2025-05-27,Cooling System,Preventive,P0420,Brake wear,TECH536,Prime Motors,Air Filter,5334,14592,19926,1.2,2025-11-23,Yes,Completed
S02016,V0191,ESN903891,2025-10-03,Routine Service,Emergency,P0171,Routine inspection,TECH896,AutoMind Central,Battery,2793,3727,6520,6.5,2026-04-01,No,Pending
S02017,V0010,ESN561318,2025-03-14,Battery Replacement,Emergency,P0012,Routine inspection,TECH734,Prime Motors,Oil Filter,1772,14682,16454,5.6,2025-09-10,No,Pending
S02018,V0458,ESN902986,2025-10-26,Battery Replacement,Emergency,P0000,Routine inspection,TECH929,AutoMind Central,Battery,2205,4420,6625,10.0,2026-04-24,Yes,Pending
S02019,V0112,ESN151308,2025-01-11,Oil Change,Preventive,P0171,Engine overheating,TECH647,FleetCare Kochi,Air Filter,1470,6149,7619,1.6,2025-07-10,No,Pending
S02020,V0289,ESN792915,2025-06-17,Cooling System,Preventive,P0000,Engine overheating,TECH514,Prime Motors,Brake Pads,1747,4448,6195,5.5,2025-12-14,No,Pending
S02021,V0068,ESN427209,2025-02-28,Routine Service,Preventive,P0300,Battery degradation,TECH230,FleetCare Kochi,Air Filter,4163,6744,10907,8.9,2025-08-27,No,Pending
S02022,V0033,ESN183329,2025-12-06,Engine Diagnostics,Preventive,P0420,Routine inspection,TECH138,FleetCare Kochi,Coolant Hose,2659,2687,5346,8.0,2026-06-04,Yes,Pending
S02023,V0446,ESN572449,2025-01-03,Cooling System,Emergency,P0012,Routine inspection,TECH172,Kerala Truck Service,Coolant Hose,3013,12953,15966,6.6,2025-07-02,No,Completed
S02024,V0282,ESN736026,2025-12-27,Engine Diagnostics,Corrective,P0300,Routine inspection,TECH567,FleetCare Kochi,Spark Plug,4934,14420,19354,2.6,2026-06-25,Yes,Pending
S02025,V0009,ESN599325,2025-12-30,Engine Diagnostics,Corrective,P0171,Low oil pressure,TECH673,FleetCare Kochi,Battery,2009,18298,20307,8.7,2026-06-28,Yes,Pending
S02026,V0079,ESN182735,2025-10-28,Oil Change,Emergency,P0300,Brake wear,TECH855,Kerala Truck Service,Brake Pads,1040,9316,10356,7.0,2026-04-26,Yes,Completed
S02027,V0404,ESN327627,2025-12-24,Cooling System,Emergency,P0171,Routine inspection,TECH202,Prime Motors,Brake Pads,1797,16673,18470,5.6,2026-06-22,No,Pending
S02028,V0251,ESN529458,2025-03-26,Cooling System,Preventive,P0000,Battery degradation,TECH587,FleetCare Kochi,Air Filter,5946,10675,16621,3.3,2025-09-22,Yes,Completed
S02029,V0321,ESN585211,2025-11-13,Brake Service,Preventive,P0420,Low oil pressure,TECH640,AutoMind Central,Oil Filter,5148,19401,24549,4.4,2026-05-12,Yes,Pending
S02030,V0009,ESN684156,2025-08-18,Cooling System,Corrective,P0420,Routine inspection,TECH420,Prime Motors,Spark Plug,939,12743,13682,8.1,2026-02-14,Yes,Completed
S02031,V0249,ESN691883,2025-05-22,Routine Service,Preventive,P0300,Low oil pressure,TECH721,Prime Motors,Coolant Hose,2006,12456,14462,3.2,2025-11-18,No,Completed
S02032,V0237,ESN169871,2025-12-18,Oil Change,Corrective,P0012,Low oil pressure,TECH172,AutoMind Central,Brake Pads,5550,10512,16062,10.1,2026-06-16,Yes,Pending
S02033,V0110,ESN559140,2025-12-10,Oil Change,Corrective,P0012,Low oil pressure,TECH226,AutoMind Central,Spark Plug,1190,4198,5388,2.6,2026-06-08,Yes,Completed
S02034,V0487,ESN528796,2025-08-05,Engine Diagnostics,Corrective,P0012,Routine inspection,TECH980,FleetCare Kochi,Battery,4479,1634,6113,9.9,2026-02-01,Yes,Pending
S02035,V0089,ESN755031,2025-07-06,Cooling System,Preventive,P0012,Low oil pressure,TECH819,FleetCare Kochi,Air Filter,4998,2654,7652,11.1,2026-01-02,No,Completed
S02036,V0123,ESN853921,2025-12-27,Brake Service,Preventive,P0171,Battery degradation,TECH121,Kerala Truck Service,Coolant Hose,4286,16191,20477,2.2,2026-06-25,Yes,Completed
S02037,V0191,ESN362829,2025-01-31,Oil Change,Corrective,P0171,Engine overheating,TECH178,Kerala Truck Service,Oil Filter,5496,2233,7729,1.5,2025-07-30,Yes,Pending
S02038,V0494,ESN276567,2025-04-10,Engine Diagnostics,Preventive,P0420,Engine overheating,TECH243,Kerala Truck Service,Battery,3813,15562,19375,7.3,2025-10-07,No,Completed
S02039,V0232,ESN233291,2025-02-07,Brake Service,Emergency,P0171,Low oil pressure,TECH350,Prime Motors,Air Filter,5799,13445,19244,4.4,2025-08-06,No,Pending
S02040,V0231,ESN936132,2025-07-31,Oil Change,Preventive,P0300,Battery degradation,TECH813,Prime Motors,Coolant Hose,2402,5686,8088,7.3,2026-01-27,Yes,Completed
S02041,V0039,ESN870600,2025-07-29,Cooling System,Preventive,P0300,Brake wear,TECH609,Kerala Truck Service,Brake Pads,4381,973,5354,1.4,2026-01-25,Yes,Completed
S02042,V0206,ESN968392,2025-12-24,Oil Change,Preventive,P0012,Brake wear,TECH113,FleetCare Kochi,Battery,1677,17648,19325,6.3,2026-06-22,Yes,Pending
S02043,V0231,ESN663672,2025-02-06,Engine Diagnostics,Corrective,P0171,Engine overheating,TECH728,AutoMind Central,Battery,5928,537,6465,2.3,2025-08-05,Yes,Completed
S02044,V0343,ESN489237,2025-12-15,Oil Change,Emergency,P0300,Engine overheating,TECH336,Kerala Truck Service,Battery,3073,4872,7945,7.3,2026-06-13,No,Completed
S02045,V0127,ESN850229,2025-10-08,Engine Diagnostics,Preventive,P0000,Low oil pressure,TECH555,AutoMind Central,Air Filter,4942,11909,16851,11.3,2026-04-06,Yes,Completed
S02046,V0045,ESN946250,2025-09-05,Engine Diagnostics,Preventive,P0000,Battery degradation,TECH194,Prime Motors,Battery,5074,1377,6451,3.6,2026-03-04,Yes,Pending
S02047,V0379,ESN740377,2025-06-21,Oil Change,Emergency,P0171,Low oil pressure,TECH981,AutoMind Central,Coolant Hose,2255,2921,5176,1.1,2025-12-18,No,Completed
S02048,V0163,ESN562964,2025-08-07,Oil Change,Preventive,P0012,Low oil pressure,TECH382,Prime Motors,Coolant Hose,5918,15986,21904,6.9,2026-02-03,Yes,Pending
S02049,V0123,ESN242072,2025-01-03,Oil Change,Emergency,P0300,Engine overheating,TECH932,AutoMind Central,Battery,3547,19585,23132,10.8,2025-07-02,Yes,Completed
S02050,V0219,ESN961193,2025-03-15,Brake Service,Preventive,P0171,Brake wear,TECH763,AutoMind Central,Spark Plug,3875,6900,10775,5.4,2025-09-11,No,Pending
S02051,V0391,ESN527767,2025-08-23,Engine Diagnostics,Corrective,P0171,Low oil pressure,TECH302,Prime Motors,Air Filter,939,6234,7173,6.0,2026-02-19,No,Completed
S02052,V0368,ESN586503,2025-10-07,Oil Change,Emergency,P0012,Brake wear,TECH807,AutoMind Central,Brake Pads,2781,17952,20733,2.1,2026-04-05,Yes,Completed
S02053,V0027,ESN647043,2025-12-12,Brake Service,Emergency,P0171,Engine overheating,TECH509,Kerala Truck Service,Spark Plug,2889,1709,4598,11.6,2026-06-10,No,Completed
S02054,V0044,ESN992412,2025-12-17,Battery Replacement,Preventive,P0000,Brake wear,TECH622,Prime Motors,Air Filter,3002,14949,17951,4.5,2026-06-15,Yes,Completed
S02055,V0234,ESN654537,2025-09-01,Battery Replacement,Corrective,P0171,Routine inspection,TECH830,Prime Motors,Spark Plug,3442,4059,7501,6.6,2026-02-28,Yes,Pending
S02056,V0089,ESN723013,2025-01-11,Brake Service,Emergency,P0012,Routine inspection,TECH823,FleetCare Kochi,Spark Plug,971,18258,19229,7.7,2025-07-10,No,Pending
S02057,V0134,ESN245945,2025-04-28,Oil Change,Corrective,P0000,Brake wear,TECH529,Kerala Truck Service,Air Filter,3371,1747,5118,3.2,2025-10-25,No,Pending
S02058,V0346,ESN829351,2025-07-29,Oil Change,Emergency,P0420,Brake wear,TECH474,AutoMind Central,Brake Pads,4607,13112,17719,1.2,2026-01-25,Yes,Pending
S02059,V0153,ESN709742,2025-10-30,Routine Service,Emergency,P0012,Brake wear,TECH469,Prime Motors,Oil Filter,1024,19590,20614,1.5,2026-04-28,No,Completed
S02060,V0386,ESN841611,2025-08-04,Battery Replacement,Corrective,P0171,Engine overheating,TECH823,Kerala Truck Service,Brake Pads,3471,19396,22867,3.0,2026-01-31,Yes,Completed
S02061,V0132,ESN460974,2025-06-07,Oil Change,Corrective,P0012,Engine overheating,TECH285,AutoMind Central,Oil Filter,3995,18657,22652,5.3,2025-12-04,No,Completed
S02062,V0426,ESN100883,2025-03-17,Brake Service,Preventive,P0171,Routine inspection,TECH186,FleetCare Kochi,Brake Pads,2770,12373,15143,2.2,2025-09-13,Yes,Pending
S02063,V0187,ESN844401,2025-09-02,Battery Replacement,Preventive,P0000,Engine overheating,TECH549,Kerala Truck Service,Spark Plug,3355,16643,19998,10.0,2026-03-01,Yes,Completed
S02064,V0122,ESN882715,2025-08-14,Routine Service,Emergency,P0012,Routine inspection,TECH138,Prime Motors,Battery,1712,885,2597,6.9,2026-02-10,No,Pending
S02065,V0230,ESN988433,2025-01-11,Engine Diagnostics,Preventive,P0000,Engine overheating,TECH101,Kerala Truck Service,Coolant Hose,4540,713,5253,4.0,2025-07-10,No,Completed
S02066,V0458,ESN267586,2025-03-22,Engine Diagnostics,Emergency,P0000,Routine inspection,TECH906,AutoMind Central,Coolant Hose,4866,16337,21203,2.7,2025-09-18,No,Pending
S02067,V0336,ESN336407,2025-01-06,Routine Service,Emergency,P0420,Low oil pressure,TECH831,Kerala Truck Service,Brake Pads,1229,17029,18258,11.4,2025-07-05,No,Pending
S02068,V0262,ESN444884,2025-11-24,Routine Service,Corrective,P0420,Brake wear,TECH278,FleetCare Kochi,Coolant Hose,3277,9592,12869,5.4,2026-05-23,No,Completed
S02069,V0485,ESN242062,2025-12-02,Brake Service,Corrective,P0300,Battery degradation,TECH822,Prime Motors,Battery,5925,13783,19708,8.1,2026-05-31,No,Pending
S02070,V0322,ESN829890,2025-07-09,Engine Diagnostics,Preventive,P0000,Brake wear,TECH686,Kerala Truck Service,Spark Plug,3440,12454,15894,8.4,2026-01-05,No,Pending
S02071,V0310,ESN506165,2025-09-24,Oil Change,Preventive,P0300,Low oil pressure,TECH528,FleetCare Kochi,Spark Plug,5729,7739,13468,7.3,2026-03-23,Yes,Completed
S02072,V0075,ESN152370,2025-05-23,Brake Service,Corrective,P0300,Engine overheating,TECH360,FleetCare Kochi,Brake Pads,3961,16273,20234,11.0,2025-11-19,Yes,Completed
S02073,V0129,ESN545150,2025-06-15,Brake Service,Corrective,P0300,Routine inspection,TECH692,Kerala Truck Service,Spark Plug,2408,15244,17652,6.6,2025-12-12,No,Completed
S02074,V0241,ESN832317,2025-12-22,Engine Diagnostics,Corrective,P0012,Brake wear,TECH612,Kerala Truck Service,Spark Plug,1850,876,2726,4.1,2026-06-20,No,Pending
S02075,V0024,ESN384492,2025-07-02,Cooling System,Emergency,P0171,Engine overheating,TECH847,Prime Motors,Air Filter,1260,17436,18696,1.0,2025-12-29,No,Completed
S02076,V0126,ESN837855,2025-12-18,Routine Service,Corrective,P0000,Engine overheating,TECH987,AutoMind Central,Battery,1367,5330,6697,4.8,2026-06-16,No,Completed
S02077,V0318,ESN843815,2025-09-08,Oil Change,Preventive,P0300,Engine overheating,TECH931,FleetCare Kochi,Coolant Hose,2274,8445,10719,6.6,2026-03-07,Yes,Completed
S02078,V0230,ESN400461,2025-03-12,Engine Diagnostics,Preventive,P0171,Engine overheating,TECH623,AutoMind Central,Air Filter,5975,1122,7097,10.3,2025-09-08,No,Pending
S02079,V0169,ESN686291,2025-09-14,Engine Diagnostics,Emergency,P0171,Routine inspection,TECH743,Kerala Truck Service,Air Filter,3257,12712,15969,2.6,2026-03-13,Yes,Completed
S02080,V0443,ESN599794,2025-04-01,Engine Diagnostics,Emergency,P0171,Routine inspection,TECH200,FleetCare Kochi,Oil Filter,3659,18050,21709,11.8,2025-09-28,No,Completed
